ID,H_conc,HCP_conc,FCC_conc,F_111,F_110,F_100,Sphericity,CC_coord,sp1,sp2,sp2x,sp3,dCC,dCCe,aCCC,aCCCe,D_nm,x,y,label,minR,IDclosestLabel,integerID,order,ILS1,ILSorder,ILS2,clusterID
201,0.0,0.0,0.6400610983822815,0.34,0.19,0.47,0.01030566665693519,0.6057692307692306,0.08918181818181818,0.12414722990413515,0.4995528465536205,0.615451,0.7090909090909091,0.15523465703971118,0.22975517890772096,0.3718421411989622,0.4143049108233569,0.77914375,0.4724582000000001,0,0.16691966332148594,196.0,201.0,258.0,2,333.0,3,8
202,0.6268132228257379,0.0,0.3408873151426787,0.34,0.19,0.47,0.01030566665693519,1.0,0.0,0.0,0.0,1.0,0.9272727272727292,0.04693140794223827,0.16760828625235408,0.08985388501980061,0.4753848033227461,0.24050738,0.5756414000000001,0,0.25512112398271336,204.0,202.0,69.0,1,242.0,3,3
203,0.0,0.0,0.6284801777407485,0.45,0.24,0.31,0.007327825299973759,0.6249999999999999,0.1330865800865801,0.15438798254627908,0.3859972103832716,0.637916,0.6818181818181808,0.18411552346570398,0.26741996233521675,0.3336064454458555,0.4155265086733447,0.8010545,0.47185758,0,0.2215882789840685,196.0,203.0,259.0,2,327.0,3,8
204,0.5510846676247141,0.0,0.4612789002291189,0.45,0.24,0.31,0.007327825299973759,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.028880866425992774,0.16572504708097968,0.10624061177113203,0.47660640117273395,0.24884911,0.5851961999999999,0,0.1817277913725996,124.0,204.0,32.0,1,205.0,3,3
205,0.5763009479355112,0.0,0.7506213983197946,0.45,0.24,0.31,0.007327825299973759,1.0,0.0,0.0,0.0,1.0,0.8727272727272727,0.028880866425992774,0.17137476459510287,0.043424825891028265,0.47660640117273395,0.24180292,0.6220392,0,0.07841731501731421,190.0,205.0,4.0,1,177.0,3,3
206,0.0,0.0,0.5169339720891482,0.16,0.56,0.28,0.006743934837824457,0.6442307692307692,0.08730735930735929,0.047047132278069816,0.5607866796771184,0.65042,0.7363636363636373,0.18411552346570398,0.22975517890772096,0.31858527925713503,0.4193745419008063,0.7372151,0.25988692,0,0.12911204778142127,263.0,206.0,342.0,2,152.0,2,7
207,0.5402058842415962,0.0,0.6406165382212039,0.16,0.56,0.28,0.006743934837824457,1.0,0.0,0.0,0.0,1.0,0.8727272727272727,0.04332129963898917,0.16101694915254172,0.1499385497746825,0.4804544344001954,0.2408107,0.19344084,0,0.049068290375492984,210.0,207.0,160.0,1,142.0,2,2
208,0.5897483021967924,0.0,0.6406165382212039,0.16,0.56,0.28,0.006743934837824457,1.0,0.0,0.0,0.0,1.0,0.8727272727272727,0.028880866425992774,0.17137476459510287,0.04956984842277756,0.4804544344001954,0.23763283,0.18338619,0,0.027451939734024745,211.0,208.0,158.0,1,140.0,2,2
209,0.0,0.0,0.508963410400611,0.16,0.56,0.28,0.006743934837824457,0.6057692307692306,0.08694372294372295,0.132743455729437,0.4870112108449745,0.615063,0.6727272727272727,0.19133574007220214,0.2787193973634645,0.3254130820701898,0.4203518201807964,0.7366534,0.26099223,0,0.1487499112171974,206.0,209.0,343.0,2,153.0,2,7
210,0.5427301694149637,0.0,0.6391029646601403,0.16,0.56,0.28,0.006743934837824457,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.028880866425992774,0.16478342749529182,0.1041922709272156,0.4814317126801857,0.24274899,0.1895536,0,0.07244853369731344,211.0,210.0,159.0,1,141.0,2,2
211,0.5676940212084239,0.0,0.6391029646601403,0.16,0.56,0.28,0.006743934837824457,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.02527075812274368,0.17137476459510287,0.036597023077973516,0.4814317126801857,0.24031483,0.18271698,0,0.11230623075734716,265.0,211.0,157.0,1,139.0,2,2
212,0.0,0.0,0.4787058251753107,0.78,0.0,0.22,0.021603947099524144,0.42307692307692296,0.0,0.4283871404194072,0.4534058349159914,0.398998,0.5363636363636374,0.19494584837545129,0.422787193973634,0.35545541444763074,0.4209626191057904,0.90292156,0.46179572,0,0.2041652540057544,334.0,212.0,309.0,2,379.0,3,8
213,0.4759406837269963,0.0,0.6432965354440048,0.78,0.0,0.22,0.021603947099524144,1.0,0.0,0.0,0.0,1.0,0.8545454545454545,0.03610108303249097,0.14877589453860618,0.16973917793254129,0.4820425116051795,0.34300575,0.90712434,0,0.16784104944626504,256.0,213.0,116.0,1,289.0,4,4
214,0.5542643812290612,0.0,0.6432965354440048,0.78,0.0,0.22,0.021603947099524144,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.028880866425992774,0.16949152542372847,0.059811552642359676,0.4820425116051795,0.34936088,0.90104854,0,0.13704961842794966,213.0,214.0,119.0,1,292.0,4,4
215,0.0,0.0,0.34455321807956674,0.37,0.0,0.63,0.02335561848597205,0.6442307692307692,0.0,0.10488678525648128,0.5491878490658275,0.6269779999999999,0.7181818181818191,0.17328519855595664,0.2306967984934088,0.3677454595111293,0.4215734180307841,0.7554265,0.4628278,0,0.2408362657263975,283.0,215.0,276.0,2,346.0,3,8
216,0.4472701184421175,0.0,0.7376518780809554,0.37,0.0,0.63,0.02335561848597205,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.06859205776173284,0.11958568738229712,0.26874231872183524,0.4826533105301735,0.12564573,0.5658768,0,0.1688148305616982,119.0,216.0,65.0,1,238.0,3,3
217,0.6360312922790088,0.0,0.7376518780809554,0.37,0.0,0.63,0.02335561848597205,1.0,0.0,0.0,0.0,1.0,0.9363636363636374,0.05054151624548737,0.1666666666666662,0.09463334698893897,0.4826533105301735,0.11610315,0.5470229,0,0.05591049952980653,233.0,217.0,50.0,1,223.0,3,3
218,0.0,0.0,0.5027424842046796,0.24,0.76,0.0,0.017020406971652118,0.5865384615384615,0.10759740259740258,0.1314231127668533,0.5207426821059085,0.5940350000000001,0.6636363636363647,0.19855595667870035,0.2928436911487757,0.3090263553188584,0.4227644759345224,0.7807058000000001,0.24090526,0,0.13251469163966878,258.0,218.0,378.0,2,115.0,2,7
219,0.5511599533228672,0.0,0.7696590987988613,0.24,0.76,0.0,0.017020406971652118,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.02527075812274368,0.16854990583804194,0.0761982793936911,0.4838443684339117,0.14410789999999998,0.07485554,0,0.04404653286233527,220.0,219.0,215.0,1,51.0,5,5
220,0.5634868792528117,0.0,0.7696590987988613,0.24,0.76,0.0,0.017020406971652118,1.0,0.0,0.0,0.0,1.0,0.8545454545454545,0.021660649819494587,0.17231638418079073,0.03523146251536256,0.4838443684339117,0.14136548,0.07608688,0,0.1127484219613581,200.0,220.0,214.0,1,50.0,5,5
221,0.0,0.0,0.4689161980143026,0.24,0.76,0.0,0.017020406971652118,0.5865384615384615,0.12034632034632035,0.09537028505178144,0.5583443100936403,0.602617,0.6818181818181808,0.19133574007220214,0.2617702448210923,0.3308753243206336,0.4259406303444905,0.7833420999999999,0.23884368,0,0.0770053672738437,218.0,221.0,379.0,2,116.0,2,7
222,0.5620143795683473,0.0,0.6301464972575158,0.24,0.76,0.0,0.017020406971652118,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.02527075812274368,0.16854990583804194,0.0761982793936911,0.4870205228438798,0.13284083,0.08426293,0,0.11034070256893344,277.0,222.0,211.0,1,47.0,5,5
223,0.5740246627090009,0.0,0.6301464972575158,0.24,0.76,0.0,0.017020406971652118,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.021660649819494587,0.17231638418079073,0.03591424279666803,0.4870205228438798,0.12618452,0.08254669,0,0.042358821356799366,222.0,223.0,212.0,1,48.0,5,5
224,0.0,0.0,0.4715406512532112,0.34,0.19,0.47,0.01030566665693519,0.6153846153846155,0.07403030303030303,0.16431854790267253,0.4439079465278195,0.613192,0.6909090909090909,0.16967509025270758,0.2551789077212799,0.3827666256998498,0.4269179086244808,0.7830951,0.4675105,0,0.11189735460843923,196.0,224.0,256.0,2,331.0,3,8
225,0.603419299267293,0.0,0.6275775880024995,0.34,0.19,0.47,0.01030566665693519,1.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.04693140794223827,0.16760828625235408,0.08302608220674586,0.48799780112387003,0.21208574,0.5855238,0,0.11079946342159057,197.0,225.0,34.0,1,207.0,3,3
226,0.0,0.0,0.6255502325904326,0.0,1.0,0.0,0.02344320205529444,0.6153846153846155,0.16866233766233765,0.045443358803200086,0.5416686874251915,0.642857,0.7272727272727273,0.19855595667870035,0.24105461393597,0.2694250990031408,0.4277119472269729,0.7754576,0.19502456,0,0.13435241239020027,279.0,226.0,373.0,2,102.0,2,7
227,0.5748616625296438,0.0,0.4677497743525654,0.0,1.0,0.0,0.02344320205529444,1.0,0.0,0.0,0.0,1.0,0.8636363636363626,0.021660649819494587,0.17231638418079073,0.03250034139014065,0.4887918397263621,0.16383816,0.14439669,0,0.13149890269181552,157.0,227.0,235.0,1,104.0,5,5
228,0.0,0.0,0.7291814205373881,0.11,0.0,0.89,0.04443406416956182,0.6634615384615384,0.09514285714285714,0.07415731909726797,0.4613808796798342,0.676609,0.7454545454545455,0.15884476534296027,0.2062146892655365,0.3834494059811553,0.4358355729293916,0.70112586,0.49050283,0,0.18027422675852373,293.0,228.0,285.0,2,355.0,3,8
229,0.4489529752243625,0.0,0.4774005415538429,0.11,0.0,0.89,0.04443406416956182,1.0,0.0,0.015162949216950309,0.0058197845515759,0.984,0.8818181818181828,1.0,0.131826741996234,0.26874231872183524,0.4969154654287808,0.0455655,0.5504455,0,0.8843813378403262,150.0,229.0,499.0,1,497.0,3,3
230,0.6418216481810755,0.0,0.5994723321530236,0.11,0.0,0.89,0.04443406416956182,1.0,0.0,0.0,0.0,1.0,0.9454545454545454,0.05415162454873647,0.16760828625235408,0.093267786426328,0.4969154654287808,0.03356179,0.51776236,0,0.1627131868158783,192.0,230.0,79.0,1,252.0,3,3
231,0.0,0.0,0.5735055196833994,0.37,0.0,0.63,0.02335561848597205,0.6249999999999999,0.050887445887445884,0.13894160281704268,0.4834611422685132,0.6199060000000001,0.7090909090909091,0.17689530685920574,0.2429378531073444,0.3602348764167691,0.4362325922306377,0.7595968000000001,0.47208536,0,0.26606843035631944,201.0,231.0,273.0,2,343.0,3,8
232,0.4593601158514039,0.0,0.7617718530861626,0.37,0.0,0.63,0.02335561848597205,1.0,0.0,0.0,0.0,1.0,0.8727272727272727,0.05415162454873647,0.12994350282485828,0.2373344257817834,0.4973124847300269,0.12853768,0.56354696,0,0.048246693554931344,216.0,232.0,66.0,1,239.0,3,3
233,0.6089284409439055,0.0,0.7802679997222801,0.37,0.0,0.63,0.02335561848597205,1.0,0.0,0.0,0.0,1.0,0.9181818181818192,0.04693140794223827,0.1666666666666662,0.09053666530110607,0.4973124847300269,0.120918825,0.5471749,0,0.1079574964162402,285.0,233.0,49.0,1,222.0,3,3
234,0.0,0.0,0.6507672012775116,0.0,0.0,0.0,0.009809359764108272,0.6346153846153847,0.4037748917748917,0.061528915160966376,0.2610309166354661,0.712538,0.7545454545454555,0.14801444043321296,0.1581920903954808,0.3609176566980746,0.44231004153432696,0.57614577,0.40413117,0,0.19168403946629373,304.0,234.0,454.0,3,19.0,1,9
235,0.4716338989355931,0.0,0.6900506838853017,0.0,0.0,0.0,0.009809359764108272,1.0,0.0,0.0,0.24637087935004645,0.873,0.8727272727272727,0.12635379061371838,0.1450094161958574,0.22504438071828484,0.503389934033716,0.383318,0.46821514,0,0.15971974016644291,305.0,235.0,447.0,3,444.0,1,9
236,0.6504175034819636,0.0,0.6900506838853017,0.0,0.0,0.0,0.009809359764108272,1.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.04332129963898917,0.17137476459510287,0.08029496108152395,0.503389934033716,0.36316574,0.48326495,0,0.14411781115074382,306.0,236.0,440.0,3,454.0,1,9
237,0.0,0.0,0.06263972783447892,1.0,0.0,0.0,0.04601056841736495,0.14423076923076913,0.05858874458874457,0.8366367178979954,0.2858833365988791,0.121805,0.16363636363636566,0.14801444043321296,0.8097928436911479,0.3349720060084665,0.44643293427803576,0.9712569,0.45561546,0,0.3026003105801853,356.0,237.0,319.0,2,389.0,3,8
