ID,shape,numAg,massDensity,volAtom,coordinateNumber,lengthBond,errBond,numBond,angle,errAngle,numAngle,nSurfaceAtoms,diameter,aspectRatio,popFCC,popHCP,popICOS,SCN3,SCN4,SCN5,SCN6,SCN7,SCN8,SCN9,SCN10,SCN11,Efermi,IP,EA,Eg,popSurface,coordNumberNormalised,amorph
Ag609-RO,RO,609,6.209,28.849,10.03,2.95,0.127,0.1878625335246055,96.65,35.73,29286,210,0.5324733160621864,0.16768136401206649,0.563909774,0.0,0.0,0.0,0.0,0.028571429,0.11428571400000001,0.628571429,0.11428571400000001,0.11428571400000001,0.0,0.0,-3.6713,4.1791,3.1636,1.0155,0.3448275862068966,0.8358333333333333,0.436090226
Ag611-RD,RD,611,8.244,21.726999999999997,9.98,2.949,0.13,0.18748830537017402,96.75,35.73,29250,188,0.5339867282136334,0.10408235972545281,0.588652482,0.0,0.0,0.042553191,0.0,0.0,0.127659574,0.8297872340000001,0.0,0.0,0.0,0.0,-3.6910000000000003,4.1987,3.1834,1.0153,0.3076923076923077,0.8316666666666667,0.411347518
Ag616-RD,RD,616,8.256,21.695,9.97,2.949,0.129,0.18898521798789997,96.74,35.7,29436,198,0.5375539757065326,0.09308891164583939,0.578947368,0.0,0.0,0.0,0.0,0.0,0.24242424199999998,0.727272727,0.03030303,0.0,0.0,0.0,-3.6519999999999997,4.1566,3.1476,1.0090000000000001,0.32142857142857145,0.8308333333333334,0.421052632
Ag617-RD,RD,617,6.308,28.395,9.98,2.95,0.13,0.18935944614233144,96.68,35.72,29526,194,0.537760866303329,0.16876472273675175,0.531914894,0.0,0.0,0.041237113,0.0,0.030927835,0.12371134,0.680412371,0.12371134,0.0,0.0,0.0,-3.6525,4.1558,3.1494,1.0064,0.31442463533225284,0.8316666666666667,0.468085106
Ag62-TC,TC,62,13.68,13.094000000000001,7.74,2.8539999999999996,0.185,0.012349529096239008,92.72,34.26,1836,48,0.21573867287792475,0.0823192612707993,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,-3.6229,4.7323,2.5167,2.2156,0.7741935483870968,0.645,0.0
Ag645-DH,DH,645,8.05,22.252,10.28,2.96,0.091,0.20407908688330317,96.42,35.38,32033,292,0.5342178447064929,0.15898038172330217,0.59490085,0.31161473100000003,0.0,0.0,0.0,0.0,0.006849315,0.273972603,0.171232877,0.51369863,0.034246575,0.0,-3.8889,4.3924,3.3855,1.0069,0.45271317829457364,0.8566666666666666,0.09348441899999993
Ag646-DH,DH,646,8.419,21.276999999999997,10.25,2.9589999999999996,0.092,0.20382960144701553,96.42,35.4,31899,291,0.5348279002387073,0.132557308682905,0.549295775,0.29577464800000003,0.0,0.0,0.0,0.0,0.006872852,0.309278351,0.103092784,0.549828179,0.030927835,0.0,-3.8899,4.3921,3.3879,1.0042,0.4504643962848297,0.8541666666666666,0.15492957699999987
Ag664-HO,HO,664,9.05,19.792,10.08,2.955,0.11199999999999999,0.20619971309174828,96.72,35.76,32244,246,0.5437548025998644,0.07510270929930814,0.636363636,0.0,0.0,0.0,0.0,0.0,0.19512195100000002,0.292682927,0.219512195,0.292682927,0.0,0.0,-3.7186,4.2158,3.2216,0.9942,0.3704819277108434,0.84,0.363636364
Ag664-OH,OH,664,6.345,28.232,10.23,2.958,0.09,0.20919353832720014,96.65,35.98,32640,320,0.5402401834320338,0.2365436895536235,0.912790698,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.075,0.7,0.0,0.0,-3.8309,4.3229,3.3389,0.9840000000000001,0.4819277108433735,0.8525,0.08720930199999999
Ag665-HO,HO,665,6.8420000000000005,26.180999999999997,10.05,2.9539999999999997,0.122,0.20582548493731678,96.66,35.67,32238,229,0.5454574339531649,0.12993983117094005,0.626146789,0.0,0.0,0.0,0.0,0.026200873,0.349344978,0.10480349300000001,0.31441048,0.100436681,0.10480349300000001,0.0,-3.6803,4.1751,3.1858,0.9893,0.3443609022556391,0.8375,0.373853211
Ag670-OH,OH,670,4.92,36.411,10.23,2.9589999999999996,0.09300000000000001,0.21106467909935758,96.6,35.98,32916,326,0.5437358406411027,0.31003821928732306,0.7732558140000001,0.0,0.0,0.0,0.0,0.018404908,0.0,0.073619632,0.22085889600000003,0.6871165640000001,0.0,0.0,-3.805,4.2904,3.3199,0.9705,0.48656716417910445,0.8525,0.2267441859999999
Ag675-DH,DH,675,6.379,28.079,10.28,2.96,0.091,0.21374664753944989,96.46,35.48,33493,312,0.5467319211687096,0.22998051647369175,0.578512397,0.303030303,0.0,0.0,0.0,0.0,0.006410256,0.256410256,0.128205128,0.576923077,0.032051282,0.0,-3.8899,4.3821,3.3979,0.9842,0.4622222222222222,0.8566666666666666,0.11845729999999999
Ag680-T,T,680,1.944,92.13,9.88,2.947,0.109,0.20694816940061123,96.43,36.08,31290,394,0.5827504818177724,0.942214593070726,0.7972027970000001,0.0,0.0,0.010152284000000001,0.0,0.0,0.030456853,0.16751269,0.0,0.791878173,0.0,0.0,-3.7687,4.2126,3.3251,0.8875,0.5794117647058824,0.8233333333333334,0.20279720299999993
Ag682-tTH,TH,682,7.846,22.83,10.03,2.951,0.12300000000000001,0.21069045094492608,96.61,35.58,32988,240,0.550312487779424,0.09080275810750572,0.78280543,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,-3.7827,4.2765,3.2889999999999997,0.9875,0.3519061583577713,0.8358333333333333,0.21719456999999998
Ag683-tTH,TH,683,9.168,19.537,10.05,2.9530000000000003,0.121,0.21143890725378905,96.64,35.58,33150,253,0.5497731303070681,0.07051882336430333,0.7465116279999999,0.0,0.0,0.0,0.0,0.0,0.56916996,0.0,0.118577075,0.31225296399999997,0.0,0.0,-3.7854,4.2793,3.2917,0.9876,0.37042459736456806,0.8375,0.2534883720000001
Ag686-DH,DH,686,9.329,19.2,10.51,2.9810000000000003,0.146,0.2222291523732302,96.09,35.02,35509,294,0.5440495507632763,0.07816686927812318,0.24234693899999998,0.229591837,0.0,0.0,0.0,0.0,0.006802720999999999,0.06802721099999999,0.34013605399999997,0.34013605399999997,0.221088435,0.023809524,-3.9475,4.4435,3.4516,0.9919,0.42857142857142855,0.8758333333333334,0.528061224
Ag688-TH,TH,688,7.915,22.631,10.01,2.951,0.127,0.21218736356265203,96.63,35.57,33216,244,0.5519257017597432,0.09808710763615408,0.7657657659999999,0.0,0.0,0.0,0.0,0.024590163999999998,0.590163934,0.0,0.09836065599999999,0.28688524600000004,0.0,0.0,-3.7566,4.248,3.265,0.983,0.3546511627906977,0.8341666666666666,0.2342342340000001
Ag695-DH,DH,695,6.922999999999999,25.873,10.3,2.963,0.10300000000000001,0.22060749703736043,96.38,35.34,34678,312,0.5525014047254209,0.21375974733713843,0.626631854,0.300261097,0.0,0.0,0.0,0.0,0.006410256,0.080128205,0.320512821,0.49679487200000005,0.096153846,0.0,-3.9089,4.3951,3.4229,0.9722,0.4489208633093525,0.8583333333333334,0.07310704900000009
Ag710-DH,DH,710,5.54,32.335,10.31,2.963,0.10300000000000001,0.22559720576311357,96.36,35.33,35198,317,0.560062401796786,0.2807434087094431,0.636132316,0.318066158,0.0,0.0,0.0,0.0,0.03785489,0.0,0.39432176700000005,0.47318612,0.094637224,0.0,-3.9647,4.4447,3.4849,0.9598,0.44647887323943664,0.8591666666666667,0.04580152599999998
Ag711-DH,DH,711,7.405,24.19,10.39,2.969,0.128,0.22784257468970248,96.22,34.87,35863,301,0.5528868870133581,0.14529681672940437,0.246341463,0.38780487799999996,0.0,0.0,0.003322259,0.0,0.03986711,0.0,0.322259136,0.574750831,0.059800664,0.0,-3.9848,4.4732,3.4964,0.9768,0.42334739803094235,0.8658333333333333,0.365853659
Ag718-TR,TR,718,5.287999999999999,33.876,10.14,2.9560000000000004,0.109,0.22453689265889104,96.62,35.85,35028,294,0.5649942325085516,0.22166716639287526,0.627358491,0.0,0.0,0.0,0.0,0.020408163,0.081632653,0.163265306,0.244897959,0.489795918,0.0,0.0,-3.7228,4.2003,3.2457,0.9546,0.40947075208913647,0.8450000000000001,0.37264150900000004
Ag725-HO,HO,725,7.3260000000000005,24.451999999999998,10.18,2.9589999999999996,0.107,0.22753071789434293,96.7,35.75,35826,263,0.5600250452117721,0.11973607444707275,0.746753247,0.0,0.0,0.030418251,0.0,0.022813688,0.18250950600000002,0.136882129,0.273764259,0.35361216700000003,0.0,0.0,-3.8169999999999997,4.2999,3.3342,0.9657,0.3627586206896552,0.8483333333333333,0.253246753
Ag725-TH,TH,725,6.5,27.557,10.07,2.955,0.133,0.22509823489053826,96.56,35.54,35343,247,0.5633764536804315,0.15275472548885446,0.7175732220000001,0.0,0.0,0.004048583,0.0,0.024291497999999998,0.43724696399999996,0.12145749,0.133603239,0.279352227,0.0,0.0,-3.7275,4.2087,3.2465,0.9622,0.3406896551724138,0.8391666666666667,0.28242677799999993
Ag730-SRC,SRC,730,10.422,17.187,10.22,2.957,0.107,0.2301503149753633,96.72,35.73,36300,264,0.5618828885510121,0.032019932140716585,0.845493562,0.0,0.0,0.0,0.0,0.0,0.272727273,0.272727273,0.272727273,0.181818182,0.0,0.0,-3.8095,4.2958,3.3232,0.9726,0.36164383561643837,0.8516666666666667,0.15450643799999997
Ag736-mTO,mTO,736,9.439,18.977,10.21,2.957,0.11,0.23164722759308926,96.67,35.68,36420,246,0.5694218056876167,0.03593529009789511,0.7551020409999999,0.0,0.0,0.0,0.0,0.0,0.19512195100000002,0.487804878,0.024390244,0.292682927,0.0,0.0,-3.804,4.2863,3.3217,0.9646,0.3342391304347826,0.8508333333333334,0.2448979590000001
Ag742-DH,DH,742,7.425,24.125,10.31,2.9610000000000003,0.08900000000000001,0.23601322272812325,96.49,35.42,37080,321,0.5642999650274595,0.20087851845609378,0.570071259,0.285035629,0.0,0.0,0.0,0.0,0.00623053,0.31152648,0.093457944,0.560747664,0.028037383,0.0,-3.926,4.404,3.4481,0.9559,0.4326145552560647,0.8591666666666667,0.144893112
Ag745-DH,DH,745,6.13,29.219,10.32,2.9610000000000003,0.09,0.2371359071914177,96.52,35.53,37238,342,0.5707959105995924,0.26542112241953375,0.595533499,0.31017369699999997,0.0,0.0,0.0,0.0,0.005847953,0.23391812899999997,0.14619883,0.5847953220000001,0.029239766,0.0,-3.9074,4.3795,3.4354,0.9441,0.4590604026845638,0.86,0.09429280400000006
Ag747-mTO,mTO,747,9.215,19.439,10.28,2.9589999999999996,0.105,0.23688642175513006,96.79,35.85,37362,288,0.5639086653819401,0.08769216278173005,0.7124183009999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.083333333,0.41666666700000005,0.0,0.0,-3.7948,4.2747,3.3149,0.9598,0.3855421686746988,0.8566666666666666,0.2875816990000001
Ag754-GRC,GRC,754,8.423,21.265,10.15,2.955,0.11900000000000001,0.23613796544626708,96.77,35.72,37212,240,0.5699659463070118,0.08346074452130525,0.766536965,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.0,0.0,0.0,-3.7636,4.2408,3.2864,0.9544,0.3183023872679045,0.8458333333333333,0.23346303499999999
Ag75-DH,DH,75,12.985999999999999,13.793,8.51,2.888,0.155,0.01727686646292023,93.36,33.74,2593,57,0.23120305126948026,0.09558414282673439,0.0,0.5555555560000001,0.0,0.0,0.0,0.0,0.035087718999999996,0.526315789,0.175438596,0.175438596,0.087719298,0.0,-3.681,4.7227,2.6418,2.0809,0.76,0.7091666666666666,0.44444444399999994
Ag766-DH,DH,766,8.941,20.034000000000002,10.38,2.963,0.09,0.24530655522983846,96.55,35.42,38784,325,0.566878729427792,0.10748190688400966,0.6235827660000001,0.29478458,0.0,0.0,0.0,0.0,0.006153846,0.276923077,0.184615385,0.492307692,0.04,0.0,-3.9289,4.4057,3.4523,0.9534,0.42428198433420367,0.8650000000000001,0.08163265399999986
Ag777-RO,RO,777,7.0729999999999995,25.325,10.25,2.9589999999999996,0.109,0.24586789746148568,96.87,35.93,38706,294,0.5730183410819705,0.15843483128310187,0.776397516,0.0,0.0,0.0,0.0,0.0,0.081632653,0.489795918,0.020408163,0.408163265,0.0,0.0,-3.7871,4.2544,3.3198,0.9346,0.3783783783783784,0.8541666666666666,0.22360248400000005
Ag780-DH,DH,780,5.273,33.969,10.32,2.9610000000000003,0.08800000000000001,0.24836275182436227,96.53,35.56,38973,357,0.5845337089634036,0.3218448106274175,0.638297872,0.29550827399999996,0.0,0.0,0.0,0.0,0.005602241,0.224089636,0.16806722699999999,0.588235294,0.014005601999999999,0.0,-3.9255,4.3861,3.465,0.9211,0.4576923076923077,0.86,0.066193854
Ag790-DH,DH,790,4.227,42.376999999999995,10.3,2.9589999999999996,0.087,0.2511694629825984,96.53,35.57,39368,362,0.58989995004448,0.3927076794671705,0.6542056070000001,0.315420561,0.0,0.0,0.0,0.0,0.005524861999999999,0.165745856,0.248618785,0.5801104970000001,0.0,0.0,-3.9435,4.3987,3.4884,0.9103,0.4582278481012658,0.8583333333333334,0.03037383199999999
Ag79-TO,TO,79,13.306,13.462,8.51,2.886,0.153,0.01833717956714277,93.81,34.65,2730,60,0.23544600855771355,0.08081338666912415,0.684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,-3.8038,4.8307,2.7786,2.0521,0.759493670886076,0.7091666666666666,0.315789474
Ag807-TO,TO,807,9.099,19.687,10.38,2.963,0.083,0.25859165471215617,96.81,35.97,40866,348,0.5763363966186557,0.10744012258633141,0.947712418,0.0,0.0,0.0,0.0,0.0,0.0,0.310344828,0.068965517,0.620689655,0.0,0.0,-3.8968,4.3632,3.4303,0.9329,0.4312267657992565,0.8650000000000001,0.052287582000000055
Ag811-DH,DH,811,7.487,23.924,10.39,2.964,0.087,0.26027568140709784,96.59,35.5,41124,347,0.5813552010613208,0.15842076674883326,0.592672414,0.280172414,0.0,0.0,0.0,0.0,0.005763689000000001,0.201729107,0.187319885,0.576368876,0.028818444,0.0,-3.9053,4.3695,3.4412,0.9283,0.4278668310727497,0.8658333333333333,0.12715517199999993
Ag826-CO,CO,826,8.551,20.947,10.34,2.96,0.091,0.26383084887419694,96.75,35.88,41724,336,0.5837577662646941,0.0962469399998244,0.951020408,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285700000004,0.28571428600000004,0.35714285700000004,0.0,0.0,-3.9528,4.4158,3.4898,0.9259999999999999,0.4067796610169492,0.8616666666666667,0.048979592000000016
Ag827-SRC,SRC,827,10.02,17.875999999999998,10.22,2.957,0.12300000000000001,0.2608370236387451,96.88,35.77,41202,249,0.5948800148629088,0.042282309033332535,0.690311419,0.0,0.0,0.0,0.0,0.0,0.289156627,0.5783132529999999,0.09638554199999999,0.032128514,0.004016064000000001,0.0,-3.7221,4.1838,3.2605,0.9233,0.3010882708585248,0.8516666666666667,0.30968858099999996
Ag831-DH,DH,831,5.76,31.1,10.39,2.964,0.08900000000000001,0.2665128173142893,96.59,35.55,42034,362,0.5898237376272003,0.23265127080387166,0.586353945,0.277185501,0.0,0.0,0.0,0.0,0.005524861999999999,0.13812154699999998,0.220994475,0.607734807,0.027624309,0.0,-3.8833,4.3408,3.4259,0.9149,0.43561973525872444,0.8658333333333333,0.1364605539999999
Ag832-HO,HO,832,7.695,23.276999999999997,10.24,2.9589999999999996,0.113,0.263082392565334,96.77,35.72,41496,288,0.5912905931185208,0.09312446683110652,0.7242647059999999,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.333333333,0.333333333,0.0,0.0,-3.8094,4.2703,3.3487,0.9216,0.34615384615384615,0.8533333333333334,0.2757352940000001
Ag832-RO,RO,832,7.557,23.703000000000003,10.24,2.957,0.11800000000000001,0.263082392565334,96.91,35.85,41520,264,0.5925511607399014,0.1047695942266906,0.693661972,0.0,0.0,0.0,0.0,0.0,0.090909091,0.727272727,0.0,0.181818182,0.0,0.0,-3.7072,4.1663,3.2481,0.9182,0.3173076923076923,0.8533333333333334,0.306338028
Ag835-DH,DH,835,3.463,51.723,10.27,2.964,0.12300000000000001,0.2648911619784195,96.37,35.46,41413,407,0.6081253692222427,0.4835690641388174,0.257009346,0.221962617,0.0,0.0,0.0,0.012285012,0.004914005,0.073710074,0.22113022100000002,0.196560197,0.491400491,0.0,-3.7619,4.2032,3.3207,0.8825,0.4874251497005988,0.8558333333333333,0.521028037
Ag838-RO,RO,838,5.926,30.228,10.24,2.958,0.11900000000000001,0.26495353333749144,96.86,35.84,41796,270,0.5957606423782309,0.16331570805941054,0.651408451,0.0,0.0,0.0,0.0,0.022222222000000003,0.088888889,0.622222222,0.088888889,0.177777778,0.0,0.0,-3.6764,4.1324,3.2207,0.9117,0.3221957040572792,0.8533333333333334,0.348591549
Ag839-tTH,TH,839,8.009,22.364,10.1,2.9560000000000004,0.125,0.26158547994760806,96.75,35.64,41190,287,0.593496229494741,0.0937276333634141,0.726449275,0.0,0.0,0.0,0.0,0.0,0.41811846700000005,0.12543554,0.083623693,0.3728223,0.0,0.0,-3.7839,4.2431,3.3248,0.9183,0.3420738974970203,0.8416666666666667,0.273550725
Ag840-TH,TH,840,6.652,26.929000000000002,10.09,2.957,0.125,0.26158547994760806,96.76,35.65,41196,299,0.5939181546616021,0.12968119403212375,0.728280961,0.0,0.0,0.026755853,0.0,0.0,0.40133779299999994,0.0,0.18060200699999998,0.39130434799999997,0.0,0.0,-3.7839,4.24,3.3279,0.9121,0.35595238095238096,0.8408333333333333,0.27171903900000005
Ag845-HO,HO,845,8.301,21.579,10.25,2.958,0.109,0.26757313041851183,96.81,35.75,42270,289,0.5949050040902352,0.0740529061337977,0.793165468,0.0,0.0,0.0,0.0,0.020761246,0.33217993100000004,0.124567474,0.166089965,0.356401384,0.0,0.0,-3.7772,4.2369,3.3176,0.9193,0.34201183431952664,0.8541666666666666,0.20683453200000002
Ag84-T,T,84,3.198,56.00899999999999,8.0,2.862,0.159,0.01833717956714277,94.12,35.84,2562,74,0.25407957918198465,0.9649136929428245,0.0,0.0,0.0,0.054054054000000004,0.0,0.0,0.162162162,0.243243243,0.0,0.540540541,0.0,0.0,-3.7706,4.7102,2.8851,1.8251,0.8809523809523809,0.6666666666666666,1.0
Ag851-DH,DH,851,6.38,28.075,10.48,2.971,0.12,0.2755566643797168,96.35,35.15,43589,353,0.5943215172325067,0.20998164942815323,0.435742972,0.315261044,0.0,0.0,0.0,0.0,0.028328612000000003,0.011331445,0.33427762,0.5325779039999999,0.093484419,0.0,-3.9798,4.4362,3.5233,0.9129,0.41480611045828436,0.8733333333333334,0.248995984
Ag856-RD,RD,856,7.72,23.201,10.18,2.955,0.127,0.26907004303623777,96.94,35.82,42432,240,0.6036016877064778,0.10683304846913343,0.63961039,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,-3.6737,4.1264,3.221,0.9054,0.2803738317757009,0.8483333333333333,0.36038961
Ag857-RO,RO,857,7.666,23.366,10.19,2.9560000000000004,0.124,0.2698184993451007,96.94,35.82,42546,254,0.6049048236793155,0.10184572997576545,0.621890547,0.0,0.0,0.0,0.0,0.0,0.188976378,0.755905512,0.023622047,0.031496063,0.0,0.0,-3.6813,4.1337,3.2289999999999996,0.9047,0.29638273045507585,0.8491666666666666,0.378109453
Ag85-DH,DH,85,9.136000000000001,19.605999999999998,8.56,2.888,0.132,0.020083577621156364,93.63,34.06,2988,62,0.24652960673362975,0.21482361556986704,0.21739130399999998,0.434782609,0.0,0.0,0.0,0.0,0.032258065,0.161290323,0.64516129,0.161290323,0.0,0.0,-4.0718,5.0632,3.0662,1.9969999999999999,0.7294117647058823,0.7133333333333334,0.34782608700000006
Ag85-OH,OH,85,7.8260000000000005,22.886999999999997,8.61,2.8960000000000004,0.157,0.020208320339300194,93.65,35.1,3006,66,0.24418017560576263,0.22624956753089348,0.684210526,0.0,0.0,0.0,0.0,0.090909091,0.0,0.545454545,0.0,0.363636364,0.0,0.0,-3.7632,4.7505,2.7636,1.9869,0.7764705882352941,0.7174999999999999,0.315789474
Ag862-RD,RD,862,6.066,29.528000000000002,10.18,2.955,0.126,0.27094118380839516,96.89,35.81,42708,246,0.6069268587344533,0.1650724270139954,0.600649351,0.0,0.0,0.0,0.0,0.024390244,0.19512195100000002,0.682926829,0.097560976,0.0,0.0,0.0,-3.6483,4.098,3.1986,0.8994,0.2853828306264501,0.8483333333333333,0.39935064899999995
Ag87-RD,RD,87,11.915999999999999,15.032,8.28,2.884,0.172,0.019834092184868708,94.52,34.81,2970,44,0.2570495274289904,0.06805602908182426,0.302325581,0.0,0.0,0.181818182,0.0,0.0,0.0,0.818181818,0.0,0.0,0.0,0.0,-3.8737,4.8576,2.8772,1.9804,0.5057471264367817,0.69,0.6976744189999999
Ag885-tOH,OH,885,5.936,30.174,10.39,2.964,0.085,0.28403916921349714,96.83,36.06,44766,396,0.6010149552816537,0.2353678262712443,0.889570552,0.0,0.0,0.0,0.0,0.0,0.0,0.151515152,0.12121212099999999,0.727272727,0.0,0.0,-3.9043,4.3492,3.4596,0.8896,0.44745762711864406,0.8658333333333333,0.11042944799999999
Ag887-DH,DH,887,8.815,20.319000000000003,10.45,2.965,0.08800000000000001,0.28653402357637375,96.64,35.46,45535,359,0.5973027546394628,0.1137081712137056,0.643939394,0.284090909,0.0,0.0,0.0,0.0,0.005571031,0.278551532,0.19498607199999998,0.473537604,0.04735376,0.0,-3.9394,4.3942,3.4847,0.9095,0.4047350620067644,0.8708333333333332,0.071969697
Ag891-OH,OH,891,4.775,37.512,10.38,2.964,0.087,0.2859103099856546,96.79,36.05,45042,402,0.6038839666255851,0.29744114569459523,0.8404907979999999,0.0,0.0,0.0,0.0,0.014925373,0.0,0.089552239,0.179104478,0.71641791,0.0,0.0,-3.8686,4.3099,3.4274,0.8825,0.4511784511784512,0.8650000000000001,0.15950920200000007
Ag898-GRC,GRC,898,9.289,19.283,10.29,2.96,0.10400000000000001,0.2855360818312231,96.75,35.75,45228,312,0.6054346130162686,0.09316934383406564,0.8771331059999999,0.0,0.0,0.0,0.0,0.0,0.307692308,0.153846154,0.46153846200000004,0.076923077,0.0,0.0,-3.8395,4.2898,3.3893,0.9005,0.34743875278396436,0.8574999999999999,0.12286689400000006
Ag906-DH,DH,906,7.2589999999999995,24.674,10.45,2.965,0.086,0.29270878812449325,96.65,35.52,46439,379,0.6069426973978344,0.19685987011156916,0.6546489560000001,0.28462998100000003,0.0,0.0,0.0,0.0,0.005277045,0.237467018,0.171503958,0.55408971,0.031662269,0.0,-3.9361,4.3827,3.4896,0.8931,0.41832229580573954,0.8708333333333332,0.06072106299999991
Ag906-TC,TC,906,7.101,25.224,10.25,2.96,0.113,0.28703299444894903,96.74,35.7,45468,296,0.6046788403897245,0.15561391579896744,0.842622951,0.0,0.0,0.0,0.0,0.0,0.027027027000000002,0.405405405,0.567567568,0.0,0.0,0.0,-3.8126,4.2587,3.3665,0.8922,0.32671081677704195,0.8541666666666666,0.15737704900000005
Ag923-IH,IH,923,8.075,22.183000000000003,10.62,2.972,0.102,0.3031248050895029,96.51,35.09,48606,362,0.6067564451833782,0.08199645969078286,0.356506239,0.534759358,0.001782531,0.0,0.0,0.0,0.033149171,0.0,0.41436464100000003,0.5524861879999999,0.0,0.0,-4.0006,4.4497,3.5515,0.8982,0.39219934994582883,0.8849999999999999,0.106951872
Ag92-RO,RO,92,13.845,12.937999999999999,8.35,2.884,0.16,0.021331004802594648,94.55,34.7,3156,54,0.2607897569159235,0.0,0.15789473699999998,0.0,0.0,0.0,0.0,0.0,0.444444444,0.444444444,0.111111111,0.0,0.0,0.0,-3.6860000000000004,4.8047,2.5802,2.2245,0.5869565217391305,0.6958333333333333,0.842105263
Ag934-HO,HO,934,6.581,27.22,10.27,2.96,0.11599999999999999,0.2963886983097362,96.88,35.79,46956,293,0.6165579496326172,0.12172303339839607,0.689547582,0.0,0.0,0.0,0.0,0.020477816,0.327645051,0.163822526,0.245733788,0.242320819,0.0,0.0,-3.73,4.1716,3.2885,0.8831,0.31370449678800855,0.8558333333333333,0.310452418
Ag93-TR,TR,93,8.3,21.58,8.26,2.89,0.163,0.021331004802594648,94.64,35.05,3150,50,0.266518178324544,0.16510790865224725,0.302325581,0.0,0.0,0.16,0.0,0.12,0.0,0.72,0.0,0.0,0.0,0.0,-3.4626,4.3984,2.5269999999999997,1.8714,0.5376344086021505,0.6883333333333334,0.6976744189999999
Ag941-TZ,TZ,941,8.395,21.336,10.28,2.9619999999999997,0.109,0.2990082953907566,96.93,35.81,47370,290,0.6207823424835694,0.05933497218857732,0.668202765,0.0,0.0,0.0,0.0,0.08275862099999999,0.165517241,0.20689655199999998,0.35172413799999996,0.193103448,0.0,0.0,-3.8047,4.2468,3.3627,0.8841,0.30818278427205104,0.8566666666666666,0.331797235
Ag946-DH,DH,946,6.04,29.658,10.45,2.966,0.084,0.30580677352959523,96.68,35.6,48449,402,0.6207347524312664,0.2544257589198308,0.643382353,0.27573529399999996,0.0,0.0,0.0,0.0,0.004975124,0.124378109,0.223880597,0.621890547,0.024875622000000003,0.0,-3.9231,4.3598,3.4865,0.8733,0.4249471458773784,0.8708333333333332,0.08088235300000002
Ag947-DH,DH,947,8.173,21.916999999999998,10.48,2.967,0.084,0.30680471527474584,96.69,35.53,48755,381,0.6142318470620514,0.1145487634993087,0.653710247,0.265017668,0.0,0.0,0.0,0.0,0.005249344,0.262467192,0.131233596,0.577427822,0.023622047,0.0,-3.9078,4.3494,3.4663,0.8831,0.40232312565997885,0.8733333333333334,0.08127208499999994
Ag956-DH,DH,956,6.192,28.928,10.5,2.969,0.10099999999999999,0.3104846254599888,96.57,35.49,49390,397,0.6227749278052964,0.24771096227283218,0.685152057,0.277280859,0.0,0.0,0.0,0.0,0.005037783,0.083123426,0.284634761,0.541561713,0.085642317,0.0,-3.9409,4.3766,3.5057,0.8709,0.41527196652719667,0.875,0.03756708399999997
Ag967-DH,DH,967,8.474,21.136999999999997,10.49,2.966,0.08900000000000001,0.3136655647726564,96.68,35.48,50000,382,0.6174183207381182,0.1068170535921926,0.683760684,0.282051282,0.0,0.0,0.0,0.0,0.005235602,0.261780105,0.287958115,0.392670157,0.052356020999999996,0.0,-3.9173,4.3581,3.4766,0.8815,0.39503619441571874,0.8741666666666666,0.034188034000000034
Ag969-T,T,969,1.834,97.66,10.11,2.955,0.109,0.30300006237135907,96.6,35.97,46648,514,0.6657275260216624,0.9609971001419209,0.810989011,0.0,0.0,0.007782101,0.0,0.0,0.015564202,0.159533074,0.0,0.778210117,0.038910506,0.0,-3.786,4.3847,3.3922,0.9925,0.5304437564499485,0.8424999999999999,0.18901098900000002
Ag970-CO,CO,970,9.148,19.58,10.34,2.96,0.09300000000000001,0.3102351400237011,96.74,35.77,49188,360,0.6209089462213526,0.11456061842542746,0.9606557379999999,0.0,0.0,0.0,0.0,0.0,0.2,0.133333333,0.533333333,0.133333333,0.0,0.0,-3.9122,4.3494,3.475,0.8744,0.3711340206185567,0.8616666666666667,0.039344262000000074
Ag971-DH,DH,971,5.059,35.407,10.49,2.968,0.099,0.31516247739038233,96.54,35.47,50011,402,0.6288453969095585,0.3082964991272786,0.676625659,0.289982425,0.0,0.0,0.0,0.0,0.029850746,0.037313433,0.31840796,0.549751244,0.064676617,0.0,-3.9625,4.393,3.5321,0.8609,0.4140061791967044,0.8741666666666666,0.03339191600000002
Ag971-TR,TR,971,5.09,35.188,10.32,2.96,0.105,0.3098609118692696,96.84,35.94,48882,362,0.6308671099375163,0.2165857604821401,0.7142857140000001,0.0,0.0,0.0,0.0,0.016574586000000002,0.066298343,0.298342541,0.132596685,0.486187845,0.0,0.0,-3.741,4.1716,3.3105,0.8611,0.3728115345005149,0.86,0.28571428599999993
